Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,Status,rol
2018-5-7,Eucaliptos,-23.61,-46.6686,24672,86,27,8,30,9,6,7,2,REABASTECER,15967
2018-5-11,Eucaliptos,-23.61,-46.6686,22317,40,65,43,14,32,30,37,29,NORMAL,15971
2018-5-27,Eucaliptos,-23.61,-46.6686,24660,53,33,65,15,43,27,16,5,REABASTECER,15987
2018-5-28,Eucaliptos,-23.61,-46.6686,22780,43,28,60,11,40,27,10,43,NORMAL,15988
2018-6-4,Eucaliptos,-23.61,-46.6686,21672,62,47,17,35,20,43,29,20,NORMAL,15994
2018-6-28,Eucaliptos,-23.61,-46.6686,23297,76,24,52,34,4,14,16,43,NORMAL,16018
2018-7-2,Eucaliptos,-23.61,-46.6686,24717,29,65,28,22,37,43,6,20,NORMAL,16022
2018-7-6,Eucaliptos,-23.61,-46.6686,21624,73,43,65,15,22,31,30,43,NORMAL,16026
2018-7-8,Eucaliptos,-23.61,-46.6686,25236,56,34,50,12,10,24,20,33,NORMAL,16028
2018-7-17,Eucaliptos,-23.61,-46.6686,24063,40,56,44,27,19,42,24,38,NORMAL,16037
2018-7-30,Eucaliptos,-23.61,-46.6686,22006,76,48,20,17,43,36,24,25,NORMAL,16050
2018-8-1,Eucaliptos,-23.61,-46.6686,22648,66,39,10,15,37,35,18,19,NORMAL,16051
2018-8-11,Eucaliptos,-23.61,-46.6686,22125,58,41,8,36,43,39,14,27,REABASTECER,16061
2018-8-12,Eucaliptos,-23.61,-46.6686,24685,50,39,65,32,39,37,12,22,NORMAL,16062
2018-8-25,Eucaliptos,-23.61,-46.6686,24497,9,17,37,34,25,42,5,3,NORMAL,16075
2018-8-28,Eucaliptos,-23.61,-46.6686,22766,68,65,12,23,12,29,39,37,NORMAL,16078
2018-9-3,Eucaliptos,-23.61,-46.6686,23538,16,37,49,18,39,9,21,13,NORMAL,16083
2018-9-4,Eucaliptos,-23.61,-46.6686,21839,6,33,42,14,33,3,16,8,REABASTECER,16084
2018-9-12,Eucaliptos,-23.61,-46.6686,21772,14,45,50,34,43,20,22,17,NORMAL,16092
2018-10-1,Eucaliptos,-23.61,-46.6686,22128,78,55,31,20,43,11,25,34,NORMAL,16111
2018-10-2,Eucaliptos,-23.61,-46.6686,24979,67,53,24,16,40,6,19,30,REABASTECER,16112
2018-10-23,Eucaliptos,-23.61,-46.6686,23054,25,56,23,29,5,30,11,21,REABASTECER,16133
2018-10-26,Eucaliptos,-23.61,-46.6686,22205,86,35,65,23,33,25,43,9,NORMAL,16136
2018-10-28,Eucaliptos,-23.61,-46.6686,24588,69,17,55,21,29,15,32,43,NORMAL,16138
2018-11-8,Eucaliptos,-23.61,-46.6686,21899,65,17,52,37,29,15,33,39,NORMAL,16148
2018-11-21,Eucaliptos,-23.61,-46.6686,22696,17,54,31,9,26,24,24,35,NORMAL,16161
2018-12-15,Eucaliptos,-23.61,-46.6686,23470,45,31,65,14,39,8,6,18,NORMAL,16185
2019-1-2,Eucaliptos,-23.61,-46.6686,22733,37,58,18,42,11,30,32,35,NORMAL,16202
2019-1-7,Eucaliptos,-23.61,-46.6686,24967,79,23,53,25,39,9,13,15,NORMAL,16207
2019-1-9,Eucaliptos,-23.61,-46.6686,25099,53,14,39,24,33,7,2,11,NORMAL,16209
2019-1-10,Eucaliptos,-23.61,-46.6686,22343,41,12,29,23,30,1,43,7,REABASTECER,16210
2019-1-11,Eucaliptos,-23.61,-46.6686,23114,29,2,22,17,24,43,37,3,REABASTECER,16211
2019-1-14,Eucaliptos,-23.61,-46.6686,25524,86,58,65,6,12,34,21,32,NORMAL,16214
2019-1-17,Eucaliptos,-23.61,-46.6686,23306,55,35,44,33,43,26,15,23,NORMAL,16217
2019-1-19,Eucaliptos,-23.61,-46.6686,24791,38,17,30,26,37,15,7,18,NORMAL,16219
2019-1-20,Eucaliptos,-23.61,-46.6686,23556,29,12,26,21,31,15,4,15,NORMAL,16220
2019-1-26,Eucaliptos,-23.61,-46.6686,21991,62,37,53,13,3,35,24,32,REABASTECER,16226
2019-2-9,Eucaliptos,-23.61,-46.6686,22593,23,21,22,12,33,23,12,24,NORMAL,16239
2019-2-18,Eucaliptos,-23.61,-46.6686,24410,11,32,34,26,33,28,23,39,REABASTECER,16248
2019-2-23,Eucaliptos,-23.61,-46.6686,21663,48,65,2,8,16,13,4,24,REABASTECER,16253
2019-2-29,Eucaliptos,-23.61,-46.6686,23040,73,28,22,35,38,29,27,7,NORMAL,16259
2019-2-30,Eucaliptos,-23.61,-46.6686,22177,62,18,16,34,35,26,23,1,NORMAL,16260
2019-3-3,Eucaliptos,-23.61,-46.6686,24180,38,65,65,27,23,14,11,34,NORMAL,16263
2019-3-12,Eucaliptos,-23.61,-46.6686,23230,37,8,11,10,32,25,17,43,NORMAL,16272
2019-3-22,Eucaliptos,-23.61,-46.6686,23293,32,5,65,14,37,36,18,5,NORMAL,16282
2019-4-22,Eucaliptos,-23.61,-46.6686,22104,78,65,46,43,41,31,26,8,NORMAL,16312
2019-4-26,Eucaliptos,-23.61,-46.6686,23821,38,41,14,35,26,22,7,33,NORMAL,16316
2019-4-29,Eucaliptos,-23.61,-46.6686,23436,6,13,59,25,15,12,39,26,REABASTECER,16319
2019-5-1,Eucaliptos,-23.61,-46.6686,24597,73,65,46,13,9,43,32,21,NORMAL,16321
2019-6-15,Eucaliptos,-23.61,-46.6686,24158,76,51,65,32,40,15,21,15,NORMAL,16365
2019-6-16,Eucaliptos,-23.61,-46.6686,25088,68,48,57,27,38,14,17,10,NORMAL,16366
2019-6-18,Eucaliptos,-23.61,-46.6686,24437,48,30,41,18,31,3,9,2,REABASTECER,16368
2019-6-20,Eucaliptos,-23.61,-46.6686,23380,30,12,29,16,21,40,43,39,NORMAL,16370
2019-7-17,Eucaliptos,-23.61,-46.6686,23927,34,33,43,18,6,43,17,20,REABASTECER,16397
2019-7-29,Eucaliptos,-23.61,-46.6686,23133,13,24,21,25,13,39,13,21,NORMAL,16409
2019-8-5,Eucaliptos,-23.61,-46.6686,23860,42,56,45,11,27,23,37,41,NORMAL,16415
2019-8-23,Eucaliptos,-23.61,-46.6686,24731,37,14,55,36,1,22,3,11,REABASTECER,16433
2019-9-4,Eucaliptos,-23.61,-46.6686,21642,15,6,42,34,6,34,43,9,REABASTECER,16444
2019-9-7,Eucaliptos,-23.61,-46.6686,22305,74,53,23,24,36,32,29,38,NORMAL,16447
2019-9-15,Eucaliptos,-23.61,-46.6686,23920,86,1,40,37,3,43,1,39,REABASTECER,16455
2019-9-19,Eucaliptos,-23.61,-46.6686,24724,48,45,11,21,31,39,31,25,NORMAL,16459
2019-9-25,Eucaliptos,-23.61,-46.6686,21699,67,19,40,43,7,22,5,37,NORMAL,16465
2019-10-4,Eucaliptos,-23.61,-46.6686,23299,76,20,52,21,16,27,13,38,NORMAL,16474
2019-10-9,Eucaliptos,-23.61,-46.6686,23821,24,45,14,5,38,10,40,17,REABASTECER,16479
2019-10-16,Eucaliptos,-23.61,-46.6686,22435,45,65,31,31,16,31,20,27,NORMAL,16486
2019-10-30,Eucaliptos,-23.61,-46.6686,21601,86,58,13,23,1,33,12,19,NORMAL,16500
2019-11-15,Eucaliptos,-23.61,-46.6686,22203,33,42,40,23,28,27,40,37,NORMAL,16515
2019-11-18,Eucaliptos,-23.61,-46.6686,22083,86,31,16,15,14,22,31,25,NORMAL,16518
2019-11-20,Eucaliptos,-23.61,-46.6686,22134,67,19,65,11,3,13,22,17,NORMAL,16520
2019-11-22,Eucaliptos,-23.61,-46.6686,22520,51,9,50,6,37,9,14,7,REABASTECER,16522
2019-11-24,Eucaliptos,-23.61,-46.6686,22816,36,56,31,38,30,43,2,43,REABASTECER,16524
2019-11-25,Eucaliptos,-23.61,-46.6686,23210,26,46,22,32,26,39,43,37,NORMAL,16525
2019-11-27,Eucaliptos,-23.61,-46.6686,25391,4,28,13,24,18,33,32,31,REABASTECER,16527
2019-12-6,Eucaliptos,-23.61,-46.6686,25325,4,30,27,6,25,8,39,36,REABASTECER,16536
2019-12-7,Eucaliptos,-23.61,-46.6686,25033,86,22,21,43,19,8,37,32,NORMAL,16537
2019-12-15,Eucaliptos,-23.61,-46.6686,24349,10,30,24,17,30,30,14,43,NORMAL,16545
2019-12-23,Eucaliptos,-23.61,-46.6686,21629,22,45,29,42,40,41,24,14,NORMAL,16553
2018-1-7,Moema,-23.5489,-46.6388,20797,25,30,28,27,18,15,18,22,NORMAL,16567
2018-1-8,Moema,-23.5489,-46.6388,18530,13,23,24,27,13,11,14,19,NORMAL,16568
2018-1-28,Moema,-23.5489,-46.6388,18929,86,35,8,43,16,32,20,27,REABASTECER,16588
2018-1-30,Moema,-23.5489,-46.6388,18915,68,19,61,37,9,29,10,17,NORMAL,16590
2018-2-1,Moema,-23.5489,-46.6388,18181,56,17,56,34,5,25,6,13,NORMAL,16591
2018-2-5,Moema,-23.5489,-46.6388,18294,19,58,24,23,25,14,31,43,NORMAL,16595
2018-2-15,Moema,-23.5489,-46.6388,19097,7,65,12,43,36,18,35,38,NORMAL,16605
2018-3-2,Moema,-23.5489,-46.6388,18748,8,32,13,35,10,9,3,7,NORMAL,16622
2018-3-11,Moema,-23.5489,-46.6388,17126,2,38,16,7,22,22,6,14,REABASTECER,16631
2018-3-19,Moema,-23.5489,-46.6388,18591,16,65,24,32,28,32,13,27,NORMAL,16639
2018-3-30,Moema,-23.5489,-46.6388,19931,77,65,65,34,30,13,11,25,NORMAL,16650
2018-4-1,Moema,-23.5489,-46.6388,18480,67,59,61,32,27,7,5,22,REABASTECER,16651
2018-4-19,Moema,-23.5489,-46.6388,19224,75,19,9,20,37,5,34,31,REABASTECER,16669
2018-5-3,Moema,-23.5489,-46.6388,20061,25,65,37,12,11,12,13,27,NORMAL,16683
2018-5-6,Moema,-23.5489,-46.6388,18819,86,44,18,2,43,43,43,12,REABASTECER,16686
2018-5-22,Moema,-23.5489,-46.6388,19766,8,18,33,29,29,32,20,37,REABASTECER,16702
2018-5-27,Moema,-23.5489,-46.6388,19564,48,59,61,16,10,16,43,14,NORMAL,16707
2018-6-3,Moema,-23.5489,-46.6388,19404,63,12,16,43,23,8,11,37,NORMAL,16713
2018-6-16,Moema,-23.5489,-46.6388,18664,19,65,55,6,16,18,5,26,NORMAL,16726
2018-6-17,Moema,-23.5489,-46.6388,19564,6,56,51,43,11,13,43,20,REABASTECER,16727
2018-6-20,Moema,-23.5489,-46.6388,17240,67,36,32,40,41,3,34,5,REABASTECER,16730
2018-6-25,Moema,-23.5489,-46.6388,17152,20,8,65,14,28,26,14,22,REABASTECER,16735
2018-6-28,Moema,-23.5489,-46.6388,19174,79,53,49,1,15,15,5,13,REABASTECER,16738
2018-7-2,Moema,-23.5489,-46.6388,18166,39,34,22,39,40,38,28,40,NORMAL,16742
2018-7-14,Moema,-23.5489,-46.6388,17866,3,45,23,3,24,19,16,43,REABASTECER,16754
2018-7-18,Moema,-23.5489,-46.6388,17369,57,19,59,31,8,16,43,28,NORMAL,16758
2018-7-23,Moema,-23.5489,-46.6388,20401,86,63,23,25,31,39,23,43,NORMAL,16763
2018-7-29,Moema,-23.5489,-46.6388,19212,30,40,46,13,9,18,43,17,NORMAL,16769
2018-8-4,Moema,-23.5489,-46.6388,19979,64,7,14,37,28,43,27,43,REABASTECER,16774
2018-8-21,Moema,-23.5489,-46.6388,20738,68,33,37,33,43,30,5,11,REABASTECER,16791
2018-8-23,Moema,-23.5489,-46.6388,19910,52,22,25,27,37,27,37,6,REABASTECER,16793
2018-8-30,Moema,-23.5489,-46.6388,18317,66,38,41,8,14,43,7,18,NORMAL,16800
2018-10-7,Moema,-23.5489,-46.6388,19667,39,9,65,5,31,24,40,43,REABASTECER,16837
2018-10-24,Moema,-23.5489,-46.6388,20464,49,37,23,43,10,11,14,33,NORMAL,16854
2018-10-25,Moema,-23.5489,-46.6388,18310,38,32,13,39,4,11,8,30,REABASTECER,16855
2018-10-28,Moema,-23.5489,-46.6388,19739,8,12,61,25,37,43,41,16,NORMAL,16858
2018-11-3,Moema,-23.5489,-46.6388,18411,39,48,21,10,20,33,19,37,NORMAL,16863
2018-11-12,Moema,-23.5489,-46.6388,20445,39,65,23,24,30,9,27,14,NORMAL,16872
2018-11-20,Moema,-23.5489,-46.6388,18141,40,4,27,43,43,22,40,17,NORMAL,16880
2018-11-22,Moema,-23.5489,-46.6388,19661,22,63,7,40,33,16,31,9,NORMAL,16882
2018-11-29,Moema,-23.5489,-46.6388,17229,34,9,28,17,7,31,2,24,REABASTECER,16889
2019-8-30,Hospital São Paulo,-23.5984,-46.6455,26923,5,7,14,34,31,27,43,40,NORMAL,16896
2019-9-9,Hospital São Paulo,-23.5984,-46.6455,27079,86,8,9,6,36,43,7,43,REABASTECER,16905
2019-9-14,Hospital São Paulo,-23.5984,-46.6455,26690,35,46,33,27,10,23,30,21,NORMAL,16910
2019-9-16,Hospital São Paulo,-23.5984,-46.6455,25384,15,31,24,16,43,12,24,13,NORMAL,16912
2019-9-22,Hospital São Paulo,-23.5984,-46.6455,24746,50,55,51,37,18,36,43,35,NORMAL,16918
2019-9-28,Hospital São Paulo,-23.5984,-46.6455,24398,86,9,19,11,39,17,14,15,REABASTECER,16924
2019-10-24,Hospital São Paulo,-23.5984,-46.6455,26351,65,26,47,14,34,27,40,30,NORMAL,16950
2019-11-2,Hospital São Paulo,-23.5984,-46.6455,26547,68,39,53,36,1,43,10,40,NORMAL,16958
2019-11-5,Hospital São Paulo,-23.5984,-46.6455,24971,32,21,30,23,35,32,43,29,NORMAL,16961
2019-11-14,Hospital São Paulo,-23.5984,-46.6455,27080,31,35,34,42,37,37,6,30,NORMAL,16970
2019-11-19,Hospital São Paulo,-23.5984,-46.6455,25246,70,11,5,30,15,16,25,11,NORMAL,16975
2019-11-28,Hospital São Paulo,-23.5984,-46.6455,26631,65,26,9,38,15,29,32,20,REABASTECER,16984
2019-12-6,Hospital São Paulo,-23.5984,-46.6455,24318,78,44,28,11,21,7,43,35,NORMAL,16992
2019-12-11,Hospital São Paulo,-23.5984,-46.6455,25311,30,14,58,37,38,33,26,13,NORMAL,16997
2019-12-13,Hospital São Paulo,-23.5984,-46.6455,27771,16,65,47,34,30,26,21,2,NORMAL,16999
2019-12-20,Hospital São Paulo,-23.5984,-46.6455,26406,34,26,65,13,8,2,35,19,NORMAL,17006
2019-12-21,Hospital São Paulo,-23.5984,-46.6455,26720,21,21,59,13,3,43,29,13,REABASTECER,17007
2019-12-23,Hospital São Paulo,-23.5984,-46.6455,26645,86,8,46,9,38,34,23,7,REABASTECER,17009
2019-12-25,Hospital São Paulo,-23.5984,-46.6455,25250,66,63,34,43,29,31,17,43,NORMAL,17011
2018-1-9,Paraíso,-23.57677,-46.63933,71745,3,21,4,8,8,23,19,8,REABASTECER,9
2018-1-12,Paraíso,-23.57677,-46.63933,73336,62,5,49,40,39,16,5,40,REABASTECER,12
2018-1-20,Paraíso,-23.57677,-46.63933,72563,76,36,60,12,43,40,17,12,NORMAL,20
2018-2-4,Paraíso,-23.57677,-46.63933,72412,24,17,33,43,28,5,10,4,REABASTECER,34
2018-2-5,Paraíso,-23.57677,-46.63933,73697,17,9,27,41,25,43,4,43,REABASTECER,35
2018-2-11,Paraíso,-23.57677,-46.63933,71207,38,28,48,29,43,32,15,21,NORMAL,41
2018-2-25,Paraíso,-23.57677,-46.63933,72999,71,15,8,37,35,31,43,13,REABASTECER,55
2018-3-13,Paraíso,-23.57677,-46.63933,73549,65,30,9,36,43,18,8,20,NORMAL,73
2018-3-18,Paraíso,-23.57677,-46.63933,72411,15,65,39,18,24,4,27,40,NORMAL,78
2018-3-19,Paraíso,-23.57677,-46.63933,72655,2,59,32,14,18,43,21,36,NORMAL,79
2018-3-24,Paraíso,-23.57677,-46.63933,73940,47,24,65,35,39,23,2,18,REABASTECER,84
2018-4-7,Paraíso,-23.57677,-46.63933,71909,6,2,47,7,27,28,40,4,REABASTECER,97
2018-4-13,Paraíso,-23.57677,-46.63933,72245,37,41,10,29,43,10,18,19,NORMAL,103
2018-4-15,Paraíso,-23.57677,-46.63933,71526,17,31,65,28,33,8,10,11,NORMAL,105
2018-4-18,Paraíso,-23.57677,-46.63933,74005,74,8,43,16,27,41,38,43,REABASTECER,108
2018-5-4,Paraíso,-23.57677,-46.63933,70599,86,47,49,8,43,33,23,16,NORMAL,124
2018-5-5,Paraíso,-23.57677,-46.63933,73620,78,42,45,4,38,32,19,10,REABASTECER,125
2018-5-9,Paraíso,-23.57677,-46.63933,73420,39,14,19,37,21,15,5,38,REABASTECER,129
2018-5-20,Paraíso,-23.57677,-46.63933,70612,18,5,3,8,27,25,5,33,REABASTECER,140
2018-6-1,Paraíso,-23.57677,-46.63933,74057,86,65,61,19,28,43,9,30,NORMAL,151
2018-6-2,Paraíso,-23.57677,-46.63933,73250,76,55,54,18,23,39,7,24,NORMAL,152
2018-6-16,Paraíso,-23.57677,-46.63933,70748,21,43,22,23,10,25,37,12,NORMAL,166
2018-6-19,Paraíso,-23.57677,-46.63933,73027,76,27,65,15,43,21,26,43,NORMAL,169
2018-6-29,Paraíso,-23.57677,-46.63933,70824,64,19,65,43,11,21,26,3,REABASTECER,179
2018-7-1,Paraíso,-23.57677,-46.63933,73974,40,1,49,37,43,19,19,37,NORMAL,181
2018-7-7,Paraíso,-23.57677,-46.63933,71892,68,32,8,11,21,43,38,11,NORMAL,187
2018-7-8,Paraíso,-23.57677,-46.63933,71293,57,24,65,5,15,40,36,7,REABASTECER,188
2018-7-9,Paraíso,-23.57677,-46.63933,72617,46,21,61,43,12,37,32,3,REABASTECER,189
2018-7-11,Paraíso,-23.57677,-46.63933,70574,27,15,48,31,43,31,26,39,NORMAL,191
2018-7-13,Paraíso,-23.57677,-46.63933,73662,10,9,34,25,37,27,19,31,NORMAL,193
2018-7-17,Paraíso,-23.57677,-46.63933,72833,58,46,5,9,20,12,43,17,REABASTECER,197
2018-7-28,Paraíso,-23.57677,-46.63933,71682,49,46,65,20,19,28,37,11,NORMAL,208
2018-8-3,Paraíso,-23.57677,-46.63933,72611,86,22,35,43,41,7,17,37,NORMAL,213
2018-8-12,Paraíso,-23.57677,-46.63933,73189,76,30,36,22,43,20,24,11,NORMAL,222
2018-8-18,Paraíso,-23.57677,-46.63933,72814,14,51,65,8,19,37,43,30,NORMAL,228
2018-9-7,Paraíso,-23.57677,-46.63933,70703,86,2,65,5,27,29,11,43,NORMAL,247
2018-9-13,Paraíso,-23.57677,-46.63933,72814,24,35,26,32,43,20,30,19,NORMAL,253
2018-9-16,Paraíso,-23.57677,-46.63933,70625,86,22,5,30,33,8,19,6,REABASTECER,256
2018-9-17,Paraíso,-23.57677,-46.63933,73036,73,13,65,30,29,7,17,43,NORMAL,257
2018-9-26,Paraíso,-23.57677,-46.63933,73597,63,20,65,41,36,27,18,5,NORMAL,266
2018-10-7,Paraíso,-23.57677,-46.63933,71207,35,19,59,37,37,40,14,8,NORMAL,277
2018-11-5,Paraíso,-23.57677,-46.63933,71573,6,60,65,28,43,9,35,16,NORMAL,305
2018-11-18,Paraíso,-23.57677,-46.63933,71008,64,39,38,27,37,43,23,43,NORMAL,318
2018-11-19,Paraíso,-23.57677,-46.63933,72679,52,34,31,24,35,42,20,39,NORMAL,319
2018-11-28,Paraíso,-23.57677,-46.63933,70589,49,37,30,37,41,16,25,3,REABASTECER,328
2018-11-30,Paraíso,-23.57677,-46.63933,73494,29,19,13,29,33,14,16,41,NORMAL,330
2018-12-11,Paraíso,-23.57677,-46.63933,70606,13,21,6,10,36,16,23,40,REABASTECER,341
2018-12-18,Paraíso,-23.57677,-46.63933,70677,30,50,19,27,4,32,34,11,NORMAL,348
2018-12-19,Paraíso,-23.57677,-46.63933,71853,17,43,11,26,43,31,32,7,NORMAL,349
2018-12-27,Paraíso,-23.57677,-46.63933,71310,27,59,24,39,13,9,43,16,NORMAL,357
2019-1-13,Paraíso,-23.57677,-46.63933,73304,45,41,55,29,41,4,22,43,REABASTECER,373
2019-2-1,Paraíso,-23.57677,-46.63933,71129,40,58,13,20,20,32,36,15,NORMAL,391
2019-2-3,Paraíso,-23.57677,-46.63933,72779,17,45,65,11,12,28,28,7,NORMAL,393
2019-2-26,Paraíso,-23.57677,-46.63933,72208,73,23,28,33,10,12,20,43,NORMAL,416
2019-3-12,Paraíso,-23.57677,-46.63933,70171,2,12,52,30,35,43,7,27,NORMAL,432
2019-4-7,Paraíso,-23.57677,-46.63933,72504,29,10,7,23,32,24,41,15,NORMAL,457
2019-4-11,Paraíso,-23.57677,-46.63933,71500,78,54,47,11,16,9,21,43,NORMAL,461
2019-4-29,Paraíso,-23.57677,-46.63933,73106,79,7,48,28,20,36,35,5,NORMAL,479
2019-5-15,Paraíso,-23.57677,-46.63933,70442,20,24,65,29,39,31,4,21,REABASTECER,495
2019-5-24,Paraíso,-23.57677,-46.63933,70191,9,19,3,10,4,2,6,25,REABASTECER,504
2019-5-25,Paraíso,-23.57677,-46.63933,71970,86,11,65,4,43,43,43,23,REABASTECER,505
2019-6-27,Paraíso,-23.57677,-46.63933,73235,14,20,39,34,12,30,32,20,NORMAL,537
2019-6-29,Paraíso,-23.57677,-46.63933,70985,86,9,26,28,4,24,24,10,NORMAL,539
2019-6-30,Paraíso,-23.57677,-46.63933,72867,76,65,17,26,43,20,22,8,NORMAL,540
2019-7-8,Paraíso,-23.57677,-46.63933,70770,77,25,29,5,7,34,30,16,NORMAL,548
2019-7-10,Paraíso,-23.57677,-46.63933,73528,56,19,19,41,43,22,23,10,NORMAL,550
2019-7-22,Paraíso,-23.57677,-46.63933,73117,30,13,65,4,41,19,22,5,NORMAL,562
2019-7-23,Paraíso,-23.57677,-46.63933,70201,21,9,59,43,39,15,19,43,REABASTECER,563
2019-8-12,Paraíso,-23.57677,-46.63933,70285,7,19,56,27,43,29,29,6,REABASTECER,582
2019-8-16,Paraíso,-23.57677,-46.63933,73653,53,65,32,14,32,18,7,28,NORMAL,586
2019-8-17,Paraíso,-23.57677,-46.63933,72562,44,55,28,14,26,16,5,26,NORMAL,587
2019-8-18,Paraíso,-23.57677,-46.63933,74052,32,51,24,8,20,11,43,22,NORMAL,588
2019-8-25,Paraíso,-23.57677,-46.63933,72002,60,9,44,32,37,37,14,37,NORMAL,595
2019-9-6,Paraíso,-23.57677,-46.63933,70087,47,10,34,43,41,5,15,43,REABASTECER,606
2019-9-10,Paraíso,-23.57677,-46.63933,70673,9,54,65,26,25,37,43,28,NORMAL,610
2019-9-22,Paraíso,-23.57677,-46.63933,73621,75,48,37,30,18,4,32,27,NORMAL,622
2019-9-26,Paraíso,-23.57677,-46.63933,70208,34,23,11,15,41,38,17,13,NORMAL,626
2019-9-28,Paraíso,-23.57677,-46.63933,71145,14,10,65,9,36,34,9,4,REABASTECER,628
2019-10-1,Paraíso,-23.57677,-46.63933,71693,74,62,40,39,24,27,37,35,NORMAL,631
2019-10-5,Paraíso,-23.57677,-46.63933,73347,31,45,13,24,13,14,17,19,NORMAL,635
2019-10-12,Paraíso,-23.57677,-46.63933,71697,60,55,20,43,29,43,37,37,NORMAL,642
2019-10-15,Paraíso,-23.57677,-46.63933,71521,28,30,65,30,19,34,30,24,NORMAL,645
2019-10-18,Paraíso,-23.57677,-46.63933,70523,86,18,48,18,9,28,17,17,NORMAL,648
2019-10-30,Paraíso,-23.57677,-46.63933,73830,35,7,31,27,10,27,12,14,REABASTECER,660
2019-11-5,Paraíso,-23.57677,-46.63933,70947,62,45,55,17,35,21,31,35,NORMAL,665
2019-11-7,Paraíso,-23.57677,-46.63933,72032,43,34,38,17,30,19,23,31,NORMAL,667
2019-11-9,Paraíso,-23.57677,-46.63933,72868,22,21,27,14,23,13,12,26,NORMAL,669
2019-11-11,Paraíso,-23.57677,-46.63933,73379,86,11,17,10,15,6,8,20,REABASTECER,671
2019-11-26,Paraíso,-23.57677,-46.63933,73163,20,55,41,40,32,8,31,8,NORMAL,686
2019-12-13,Paraíso,-23.57677,-46.63933,70194,21,19,57,37,5,1,13,36,NORMAL,703
2019-12-14,Paraíso,-23.57677,-46.63933,70867,12,12,51,33,43,43,8,34,NORMAL,704
2019-12-21,Paraíso,-23.57677,-46.63933,73425,26,36,65,15,7,23,22,3,NORMAL,711
2019-12-25,Paraíso,-23.57677,-46.63933,72636,76,12,39,4,37,9,8,27,REABASTECER,715
2019-12-26,Paraíso,-23.57677,-46.63933,73029,68,7,31,43,35,8,2,23,REABASTECER,716
2018-1-4,Brigadeiro,-23.5683,-46.6482,48745,60,52,42,30,33,37,31,33,NORMAL,724
2018-1-11,Brigadeiro,-23.5683,-46.6482,48692,73,2,57,1,9,43,43,5,NORMAL,731
2018-1-20,Brigadeiro,-23.5683,-46.6482,48353,63,11,52,15,13,20,5,10,NORMAL,740
2018-1-21,Brigadeiro,-23.5683,-46.6482,49146,53,9,46,12,10,16,43,7,REABASTECER,741
2018-2-10,Brigadeiro,-23.5683,-46.6482,47113,57,37,61,21,22,43,10,25,NORMAL,760
2018-2-12,Brigadeiro,-23.5683,-46.6482,47933,34,29,42,14,15,40,43,20,NORMAL,762
2018-2-14,Brigadeiro,-23.5683,-46.6482,47552,11,15,29,10,9,34,32,8,NORMAL,764
2018-2-22,Brigadeiro,-23.5683,-46.6482,47311,16,22,40,25,23,10,6,21,NORMAL,772
2018-3-10,Brigadeiro,-23.5683,-46.6482,49622,16,45,43,21,32,23,16,40,NORMAL,790
2018-3-20,Brigadeiro,-23.5683,-46.6482,46661,8,54,20,36,23,33,26,43,NORMAL,800
2018-3-27,Brigadeiro,-23.5683,-46.6482,49602,33,65,37,13,38,14,37,17,NORMAL,807
2018-4-5,Brigadeiro,-23.5683,-46.6482,48368,37,17,48,24,6,27,8,16,REABASTECER,815
2018-4-9,Brigadeiro,-23.5683,-46.6482,48903,86,57,17,13,28,18,37,39,NORMAL,819
2018-4-13,Brigadeiro,-23.5683,-46.6482,48630,45,39,51,6,6,11,17,21,REABASTECER,823
2018-5-1,Brigadeiro,-23.5683,-46.6482,47814,40,12,42,37,16,8,29,43,NORMAL,841
2018-6-6,Brigadeiro,-23.5683,-46.6482,46852,23,61,65,21,30,37,20,30,NORMAL,876
2018-6-8,Brigadeiro,-23.5683,-46.6482,47999,4,48,46,11,23,33,14,21,REABASTECER,878
2018-6-12,Brigadeiro,-23.5683,-46.6482,48640,52,26,12,42,1,24,5,2,REABASTECER,882
2018-6-19,Brigadeiro,-23.5683,-46.6482,46699,65,48,27,24,20,43,11,24,NORMAL,889
2018-6-24,Brigadeiro,-23.5683,-46.6482,46582,19,14,59,16,43,28,30,4,REABASTECER,894
2018-7-6,Brigadeiro,-23.5683,-46.6482,47434,73,65,43,14,37,32,26,6,REABASTECER,906
2018-7-10,Brigadeiro,-23.5683,-46.6482,47457,39,36,16,4,21,17,10,30,NORMAL,910
2018-7-14,Brigadeiro,-23.5683,-46.6482,49872,2,3,52,32,6,10,41,12,REABASTECER,914
2018-7-26,Brigadeiro,-23.5683,-46.6482,47572,64,65,43,40,43,24,28,43,NORMAL,926
2018-7-27,Brigadeiro,-23.5683,-46.6482,48330,54,62,39,34,39,19,23,39,NORMAL,927
2018-8-4,Brigadeiro,-23.5683,-46.6482,47017,77,29,57,8,11,43,41,6,NORMAL,934
2018-8-28,Brigadeiro,-23.5683,-46.6482,45944,32,65,19,18,30,23,27,30,NORMAL,958
2018-9-12,Brigadeiro,-23.5683,-46.6482,49335,66,48,58,10,10,20,13,17,NORMAL,972
2018-9-28,Brigadeiro,-23.5683,-46.6482,47571,77,30,20,16,28,5,32,43,REABASTECER,988
